lon	lat	id	title	start	ccodes	aat_types	types	title_source
-2.8020613	54.59279546	1007367	The Cockpit stone circle and seven adjacent clearance cairns, Moor Divock	30/11/1925	GB	300004790	listed building	Historic England
-2.787321604	54.5928069	1007376	Askham Fell stone alignment	07/08/1995	GB	300004790	listed building	Historic England
-2.786180421	54.59246899	1007377	Round cairn 475m south east of White Raise round cairn, Askham Fell	07/08/1995	GB	300004790	listed building	Historic England
-2.786063506	54.59227611	1007378	Round cairn 490m south east of White Raise round cairn, Askham Fell	30/11/1925	GB	300004790	listed building	Historic England
-2.504734333	54.59365405	1007174	Roman fortlet, 200m SSE of Castrigg	26/07/1963	GB	300004790	listed building	Historic England
-2.785669902	54.59205218	1007358	Round cairn 515m south east of White Raise round cairn, Askham Fell	31/07/1995	GB	300004790	listed building	Historic England
-2.798030101	54.59138092	1011587	Round cairn 280m south-east of The Cockpit stone circle	23/08/1993	GB	300004790	listed building	Historic England
-2.784559213	54.59028612	1007359	Ring cairn on Askham Fell and four adjacent stones	30/11/1925	GB	300004790	listed building	Historic England
-2.781977514	54.59007929	1007360	Round cairn on Askham Fell, 335m north of the Cop Stone	30/11/1925	GB	300004790	listed building	Historic England
-2.802435853	54.58957353	1007356	Four funerary cairns and a surrounding cairnfield on Threepow Raise	30/11/1925	GB	300004790	listed building	Historic England
-2.781762195	54.58957269	1007361	Round cairn on Askham Fell, 270m north of The Cop Stone	30/11/1925	GB	300004790	listed building	Historic England
-2.783581348	54.5893057	1007363	Linear stone bank on Askham Fell	31/07/1995	GB	300004790	listed building	Historic England
-2.798805208	54.5885794	1011588	Ring cairn east of Threepow Raise	23/08/1993	GB	300004790	listed building	Historic England
-2.78142791	54.58707913	1007362	Ring cairn on Askham Fell including The Cop Stone	30/11/1925	GB	300004790	listed building	Historic England
-3.242559874	54.5830762	1019748	Force Crag mines and barytes mill and a prehistoric cairnfield	07/08/2001	GB	300004790	listed building	Historic England
-2.733176656	54.58670455	1008239	Romano-British settlement at Cragside Wood	20/04/1949	GB	300004790	listed building	Historic England
-2.387053329	54.58767369	1018831	Prehistoric stone hut circle settlement, two associated enclosures and three cairns, 170m west of confluence of Swindale Beck and Hilton Beck	29/10/1999	GB	300004790	listed building	Historic England
-2.380234497	54.58704705	1018830	Swindale Brow prehistoric hut circle settlement, two enclosures and three round cairns, 280m SE of confluence of Swindale Beck and Hilton Beck	29/10/1999	GB	300004790	listed building	Historic England
-2.393420351	54.58632261	1019073	Prehistoric stone hut circle settlement, an associated field system and two round cairns 700m south west of Great Carrath	14/12/1999	GB	300004790	listed building	Historic England
-2.753686638	54.58392093	1007406	Moated site and annexe east of Setterahpark Wood	08/12/1938	GB	300004790	listed building	Historic England
-2.590207649	54.58464253	1018935	King's Meaburn medieval settlement, part of its associated medieval open field system and Bessygarth Well	10/10/2000	GB	300004790	listed building	Historic England
-2.54618044	54.58436851	1007146	Bewley Castle, Crackenthorpe	26/06/1924	GB	300004790	listed building	Historic England
-3.301426461	54.57734517	1013502	Romano-British enclosed hut circle settlement and associated annexe at Lanthwaite Green	20/06/1973	GB	300004790	listed building	Historic England
-3.575917699	54.57269679	1007179	Parton Roman fort	09/08/1939	GB	300004790	listed building	Historic England
-2.773301948	54.58033785	1007101	Bridge over Heltondale Beck 550ft (170m) S of Widewath	01/01/1900	GB	300004790	listed building	Historic England
-2.774240477	54.57993378	1007102	Bridge over Heltondale Beck 250yds (230m) SSW of Widewath	02/01/1900	GB	300004790	listed building	Historic England
-3.439675043	54.57307807	1007139	Settlement 25m SE of Gatra	03/01/1900	GB	300004790	listed building	Historic England
-2.36095056	54.58015872	1018829	Swindale Beck prehistoric stone hut circle settlement, associated field system, four ring cairns, a round cairn and three hut platforms	29/10/1999	GB	300004790	listed building	Historic England
-2.77643615	54.57619116	1007366	Round cairn 680m ENE of Dalefoot	16/08/1995	GB	300004790	listed building	Historic England
-3.366535105	54.57084854	1013335	Round cairn 75m north east of summit of Carling Knott	03/08/1995	GB	300004790	listed building	Historic England
-3.277955572	54.57162538	1014393	Round cairn on Grasmoor	03/08/1995	GB	300004790	listed building	Historic England
-3.367249269	54.57030672	1013334	Round cairn on summit of Carling Knott	03/08/1995	GB	300004790	listed building	Historic England
-3.315373001	54.57012503	1013503	Moated site of Loweswater Pele	18/10/1995	GB	300004790	listed building	Historic England
-2.487735893	54.57373672	1003276	Appleby Castle, uninhabited portions	10/06/1952	GB	300004790	listed building	Historic England
-2.483177329	54.57339776	1003277	St Michael's Church, Bongate	01/01/1900	GB	300004790	listed building	Historic England
-2.836394527	54.56823799	1003275	High Street, Roman road	01/01/1900	GB	300004790	listed building	Historic England
-2.775733335	54.56862015	1007365	Round cairn 490m ENE of Rough Hill Tarn	16/08/1995	GB	300004790	listed building	Historic England
-2.727008054	54.56853465	1007410	Bowl barrow 80m east of Scarside Plantation	19/10/1993	GB	300004790	listed building	Historic England
-2.725425996	54.56797135	1007409	Round barrow 150m east of Scarside Plantation	19/10/1993	GB	300004790	listed building	Historic England
-2.73025453	54.5667501	1007407	Ring cairn on Knipescar Common	19/01/1965	GB	300004790	listed building	Historic England
-2.728352468	54.5666575	1007408	Slight univallate hillfort in Scarside Plantation	14/12/1938	GB	300004790	listed building	Historic England
-2.399091615	54.56793919	1018827	Romano-British farmstead and medieval village 540m north east of the crossing point of Hag Lane and Lycum Sike	29/10/1999	GB	300004790	listed building	Historic England
-2.437671102	54.56645007	1004614	Three round barrows on Brackenber Moor, 190m, 220m and 500m south east of Appleby Golf Club	02/03/1962	GB	300004790	listed building	Historic England
-2.841037448	54.56407338	1007357	Small stone circle on Swarth Fell	30/11/1925	GB	300004790	listed building	Historic England
-2.375060457	54.56564689	1018826	Howgill Fold Romano-British farmstead	16/02/1948	GB	300004790	listed building	Historic England
-2.450463567	54.56513972	1007177	Earthwork 600ft (180m) NW of Coupland Beck Farmhouse	17/11/1964	GB	300004790	listed building	Historic England
-2.724949672	54.56336088	1007364	Ring cairn on Knipescar Common south of Inscar Plantation	31/07/1995	GB	300004790	listed building	Historic England
-2.433524075	54.56406643	1007099	Druidical Judgement Seat	01/01/1900	GB	300004790	listed building	Historic England
-3.084174147	54.55998085	1012942	Shoulthwaite Gill hillfort, Thirlmere	26/08/1924	GB	300004790	listed building	Historic England
-2.397300939	54.56213409	1018825	Burton medieval village, associated open field system, fishpond and moated fishpond complex, and early post-medieval village and associated field system	29/10/1999	GB	300004790	listed building	Historic England
-3.197982957	54.55644649	1019945	Goldscope copper and lead mines and remains of associated dressing floors, stamp mill, dressing mill, reservoir and leats	25/06/2001	GB	300004790	listed building	Historic England
-3.594229621	54.55020828	1004593	Old quay and old quay lighthouse	30/05/1977	GB	300004790	listed building	Historic England
-3.596739433	54.54975746	1020460	Whitehaven Old Fort, an 18th century coastal battery overlooking Whitehaven Harbour and an associated lime kiln, 80m west of the southern end of Old Quay	07/03/2002	GB	300004790	listed building	Historic England
-2.379205789	54.55884921	1018597	Romano-British farmstead and medieval field system 100m south west of Bell Nook	29/10/1999	GB	300004790	listed building	Historic England
-3.59425986	54.54735436	1016090	Duke Pit fan house	06/08/1997	GB	300004790	listed building	Historic England
-2.785094893	54.55403139	1011591	Towtop Kirk early Christian enclosure	08/12/1938	GB	300004790	listed building	Historic England
-2.370419472	54.55548433	1020343	Romano-British farmstead and associated trackway 620m south west of Bell Nook	29/10/1999	GB	300004790	listed building	Historic England
-2.991310818	54.55176371	1015654	Greenside lead mines, ore works and smelt mill	11/06/1996	GB	300004790	listed building	Historic England
-2.780327799	54.55314818	1007103	Stone bridge, Cawdale Beck	01/01/1900	GB	300004790	listed building	Historic England
-2.589033985	54.55370709	1007588	Bowl barrow 70m west of Lyvennet Beck	27/01/1993	GB	300004790	listed building	Historic England
-2.669072605	54.55318005	1007608	Gunnerkeld concentric stone circle	30/03/1925	GB	300004790	listed building	Historic England
-2.646755169	54.55265945	1007229	Windrigg Hill round cairn, 440m south of High Murber	28/10/1971	GB	300004790	listed building	Historic England
-3.597951973	54.54302456	1017644	Haig Colliery	29/01/1998	GB	300004790	listed building	Historic England
-3.306437985	54.54638542	1014735	Shieling settlement close to the mouth of Scale Beck	03/10/1975	GB	300004790	listed building	Historic England
-3.122050151	54.54795242	1012941	Reecastle Crag hillfort	17/01/1964	GB	300004790	listed building	Historic England
-3.602362599	54.54109579	1017558	Saltom coal pit	05/10/1976	GB	300004790	listed building	Historic England
-2.401619622	54.54526308	1019208	Warcop Roman camp and length of Roman road, 285m south west of Moor House	03/01/1973	GB	300004790	listed building	Historic England
-2.584407866	54.54444675	1018934	Maulds Meaburn medieval settlement, part of its associated medieval open field system and a mill race	11/01/1965	GB	300004790	listed building	Historic England
-3.508570427	54.53589386	1007167	Lacon Cross	01/03/1968	GB	300004790	listed building	Historic England
-3.191504507	54.53886146	1019940	St Thomas' Work Elizabethan copper mine 320m north west of Grey Buttress	25/06/2001	GB	300004790	listed building	Historic England
-2.787516617	54.53979417	1007412	Round cairn north of Four Stones Hill	13/11/1963	GB	300004790	listed building	Historic England
-2.788988462	54.53917438	1011160	Two standing stones north-west of Four Stones Hill	13/11/1963	GB	300004790	listed building	Historic England
-2.771704382	54.53915571	1007413	Round cairn on Burn Banks	01/11/1963	GB	300004790	listed building	Historic England
-2.99991106	54.5374229	1021144	Top Power House electric power generation station and associated leat for Greenside lead mine centred 740m NNW of Hole-in-the-Wall	12/11/2003	GB	300004790	listed building	Historic England
-3.14340795	54.53611473	1013389	Bowl barrow on Brund Fell	10/10/1995	GB	300004790	listed building	Historic England
-3.196171155	54.53516344	1019944	Long Work 16th and 17th century copper mines, 400m north west of Waterfall Buttress	25/06/2001	GB	300004790	listed building	Historic England
-2.791898056	54.53847825	1011162	Round cairn west of enclosure on Four Stones Hill	15/10/1993	GB	300004790	listed building	Historic England
-2.790376311	54.5384642	1011159	Enclosure containing four clearance cairns and a stone bank west of Four Stones Hill	13/11/1963	GB	300004790	listed building	Historic England
-2.928625359	54.53689858	1019438	Prehistoric rock art at Place Fell Cottage, 370m north east of Goldrill Bridge	24/11/2000	GB	300004790	listed building	Historic England
-2.928651429	54.53630822	1019437	Prehistoric rock art at Green Rigg, 310m north east of Goldrill bridge	24/11/2000	GB	300004790	listed building	Historic England
-2.774571866	54.53717384	1011158	Romano-British farmstead at Haweswater	15/10/1993	GB	300004790	listed building	Historic England
-3.16118035	54.53312017	1012940	Slight univallate hillfort on Castle Crag	25/02/1963	GB	300004790	listed building	Historic England
-3.610397969	54.52672139	1021106	Barrowmouth gypsum and alabaster mine at Saltom Bay	03/09/2004	GB	300004790	listed building	Historic England
-2.928323942	54.53376452	1019436	Prehistoric rock art in Patterdale 270m north west of Crookabeck	24/11/2000	GB	300004790	listed building	Historic England
-3.203680297	54.53062339	1019942	Dale Head copper mine dressing floors and associated buildings 400m north of Dale Head	25/06/2001	GB	300004790	listed building	Historic England
-2.762561126	54.53409511	1007199	Settlement SW of Naddle Bridge	01/01/1900	GB	300004790	listed building	Historic England
-3.251641135	54.52903748	1013604	Romano-British farmstead 200m west of Lambing Knott	17/01/1996	GB	300004790	listed building	Historic England
-2.595342498	54.53384532	1007607	Crake Trees tower house	22/02/1993	GB	300004790	listed building	Historic England
-2.622043979	54.53357933	1007577	Bowl barrow on Wickerslack Moor	04/02/1993	GB	300004790	listed building	Historic England
-2.620837702	54.53356836	1007576	Romano-British enclosed stone hut circle settlement and associated field system on Wickerslack Moor	10/11/1938	GB	300004790	listed building	Historic England
-3.198838193	54.52912438	1019943	Dale Head copper mine 300m north east of Dale Head	25/06/2001	GB	300004790	listed building	Historic England
-2.686885188	54.53257875	1007609	Skellaw Hill bowl barrow	16/05/1951	GB	300004790	listed building	Historic England
-2.638988925	54.53282775	1011610	Small stone circle 220m south-east of Castlehowe Scar	28/10/1938	GB	300004790	listed building	Historic England
-2.710187313	54.53204313	1011638	Medieval dyke system and shieling west of Shap Abbey	05/12/1973	GB	300004790	listed building	Historic England
-2.790652603	54.53152388	1011595	Romano-British farmstead 800m north-east of High House	08/12/1938	GB	300004790	listed building	Historic England
-2.893071221	54.53032978	1011360	Romano-British enclosed stone hut circle settlement at Heck Beck, Bannerdale	08/12/1938	GB	300004790	listed building	Historic England
-2.68841897	54.53085158	1011637	Shap Stone Alignment	29/09/1949	GB	300004790	listed building	Historic England
-2.923394956	54.52695507	1019435	Prehistoric rock art in Patterdale 40m north west of Beckstones	24/11/2000	GB	300004790	listed building	Historic England
-2.698485549	54.52807842	1011636	Shap Premonstratensian Abbey, including the precinct wall, abbey mill and mill race, and two fishponds	13/01/1915	GB	300004790	listed building	Historic England
-3.350794222	54.52252597	1413845	Smithy Beck settlement 1.43km north-west of Low Gillerthwaite	05/04/2013	GB	300004790	listed building	Historic England
-3.342712667	54.52226406	1007137	Smithy Beck settlement 1.10km north-west of Low Gillerthwaite	02/11/1972	GB	300004790	listed building	Historic England
-2.625171475	54.52711887	1011572	Bowl barrow on Iron Hill	27/10/1938	GB	300004790	listed building	Historic England
-2.586441906	54.52726297	1007599	Crosby Ravensworth churchyard cross	07/01/1958	GB	300004790	listed building	Historic England
-3.359508602	54.52056204	1007235	Smithy Beck prehistoric cairnfield, charcoal burning sites, a bloomery and associated earthworks 1.97km WNW of Low Gillerthwaite	03/10/1962	GB	300004790	listed building	Historic England
-2.610965091	54.52662016	1008660	Bowl barrow 40m north-north-east of High Haber	02/03/1993	GB	300004790	listed building	Historic England
-2.625076624	54.52650789	1011517	Bowl barrow 70m south of Iron Hill	27/10/1938	GB	300004790	listed building	Historic England
-3.341459414	54.51999668	1408211	Smithy Beck settlement: Latterbarrow longhouse 860m north west of Low Gillerthwaite	05/04/2013	GB	300004790	listed building	Historic England
-2.646790817	54.52539709	1016759	Hardendale medieval dispersed settlement and site of medieval monastic grange	07/07/1999	GB	300004790	listed building	Historic England
-2.691004476	54.52391456	1020669	Keld Chapel	29/07/1946	GB	300004790	listed building	Historic England
-3.318375849	54.51720675	1408158	Gillerthwaite and Dodsgill Beck medieval settlements, associated field systems and cairnfields 790m ENE and 370m north-east of Low Gillerthwaite	05/04/2013	GB	300004790	listed building	Historic England
-3.344384851	54.51385331	1408266	Woundell Beck medieval settlement, associated field system and cairnfield 890m west of Low Gillerthwaite	05/04/2013	GB	300004790	listed building	Historic England
-3.316446596	54.51316412	1408244	Prehistoric cairnfield 1.0km ESE of Low Gillerthwaite	05/04/2013	GB	300004790	listed building	Historic England
-3.313055387	54.51218811	1408240	Prehistoric cairnfield and a Romano-British farmstead and its associated field system 1.24 km ESE of Low Gillerthwaite	05/04/2013	GB	300004790	listed building	Historic England
-2.720839262	54.5142385	1007611	Round cairn west of White Raise	18/02/1993	GB	300004790	listed building	Historic England
-2.604648765	54.51487518	1007589	Ewe Close Romano-British enclosed and unenclosed stone hut circle settlements and associated field system, medieval farmstead and Wicker Street Roman road	24/04/1925	GB	300004790	listed building	Historic England
-2.853753877	54.51333127	1011590	Round cairn on High Raise	23/08/1993	GB	300004790	listed building	Historic England
-2.720252804	54.51411027	1007610	Round cairn on White Raise	22/02/1993	GB	300004790	listed building	Historic England
-2.668687774	54.51316878	1011639	Shap large regular stone circle	29/09/1949	GB	300004790	listed building	Historic England
-2.543759556	54.5128515	1011151	Bowl barrow 60m south-west of Gaythorne Hall	11/01/1965	GB	300004790	listed building	Historic England
-2.577196697	54.51244029	1011625	Howarcles Romano-British settlement	24/10/1938	GB	300004790	listed building	Historic England
-2.561962626	54.51132408	1007586	Raise Howe cairn	09/02/1965	GB	300004790	listed building	Historic England
-3.413933522	54.50421342	1007236	Cairns and hut circles at the junction of River Calder and Whoap Beck	01/01/1900	GB	300004790	listed building	Historic England
-2.615427666	54.51001886	1007587	Round cairn on Dale Moor	27/01/1993	GB	300004790	listed building	Historic England
-2.631787753	54.5098582	1011513	Oddendale concentric stone circle	27/10/1936	GB	300004790	listed building	Historic England
-2.821615191	54.50728187	1007411	Castle Crag slight univallate hillfort	30/03/1925	GB	300004790	listed building	Historic England
-2.602078092	54.50849456	1007590	Ewe Locks Romano-British settlement, Romano-British farmstead and two medieval shielings	27/10/1938	GB	300004790	listed building	Historic England
-2.626383352	54.50827604	1011617	Round cairn 320m north-north-west of Seal Howe	07/01/1958	GB	300004790	listed building	Historic England
-3.187900223	54.50338905	1019941	Borrowdale graphite mines and associated grinding mill, 660m north west of Seathwaite	09/05/2001	GB	300004790	listed building	Historic England
-2.581080019	54.50777896	1007579	Lyvennet bowl barrow	27/01/1993	GB	300004790	listed building	Historic England
-2.903108213	54.50570904	1015652	Myers Head lead mine	24/10/1997	GB	300004790	listed building	Historic England
-2.595668768	54.50737533	1007606	Medieval dyke: part of deer park boundary north of Cow Green	29/09/1949	GB	300004790	listed building	Historic England
-2.576884069	54.50710614	1011510	Ravens Gill Romano-British farmstead	26/10/1936	GB	300004790	listed building	Historic England
-2.58556333	54.504279	1007582	Burwens Romano-British settlement and associated field system	26/10/1938	GB	300004790	listed building	Historic England
-2.492591396	54.50397093	1011140	Romano-British enclosed settlement on Holborn Hill	03/01/1939	GB	300004790	listed building	Historic England
-2.595877302	54.5026509	1007594	Medieval dyke: part of deer park boundary at Cow Green and two medieval shielings	29/09/1949	GB	300004790	listed building	Historic England
-2.594280283	54.50251817	1007583	Cow Green Romano-British settlement and medieval shieling	26/10/1938	GB	300004790	listed building	Historic England
-2.595538831	54.50176703	1007581	Cow Green long barrow	27/01/1993	GB	300004790	listed building	Historic England
-2.600772757	54.50158869	1007593	Medieval dyke: part of deer park boundary west of Cow Green	29/09/1949	GB	300004790	listed building	Historic England
-2.576658444	54.50165765	1007604	Bowl barrow 25m east of Ravens' Gill	18/02/1993	GB	300004790	listed building	Historic England
-2.546132346	54.50176449	1007584	Round cairn 600m south-east of Gaythorne Cottages	23/11/1964	GB	300004790	listed building	Historic England
-2.574389168	54.50151823	1007578	Romano-British settlement and Romano-British farmstead north-east and east of Gilts	13/12/1938	GB	300004790	listed building	Historic England
-2.544715209	54.50146098	1007585	Round cairn 690m south-east of Gaythorne Cottages	23/11/1964	GB	300004790	listed building	Historic England
-2.576640899	54.50128817	1007603	Bowl barrow 20m east of Ravens' Gill	18/02/1993	GB	300004790	listed building	Historic England
-2.581290574	54.50121306	1011511	Bowl barrow 230m north-west of Gilts	22/07/1964	GB	300004790	listed building	Historic England
-2.576445443	54.50104149	1007602	Three bowl barrows east of Ravens' Gill	18/02/1993	GB	300004790	listed building	Historic England
-2.597710178	54.50075133	1007596	Medieval shieling south of Cow Green	22/02/1993	GB	300004790	listed building	Historic England
-2.597154344	54.49962828	1007595	Medieval dyke: part of deer park boundary south of Cow Green	29/09/1974	GB	300004790	listed building	Historic England
-2.61279946	54.49942314	1011512	Round cairn 30m east of Wicker Street Roman Road	27/07/1964	GB	300004790	listed building	Historic England
-2.591015507	54.49947969	1007598	Medieval dyke: part of deer park boundary at Crosby Gill	29/09/1949	GB	300004790	listed building	Historic England
-3.040206341	54.49624476	1011353	Round cairn on Dunmail Raise	06/11/1970	GB	300004790	listed building	Historic England
-3.407197144	54.4922813	1004613	Lank Rigg round cairn	01/01/1900	GB	300004790	listed building	Historic England
-2.931031565	54.49664816	1011359	Romano-British enclosed stone hut circle settlement and round cairn 350m south of Hartsop Hall	06/08/1973	GB	300004790	listed building	Historic England
-2.538693924	54.49886837	1011152	Hollin Stump round cairn	08/02/1965	GB	300004790	listed building	Historic England
-2.607959169	54.49815423	1011626	Small stone circle on White Hag	02/10/1946	GB	300004790	listed building	Historic England
-2.603266972	54.49803315	1007580	Round cairn 300m west of Lyvennet Beck	09/07/1976	GB	300004790	listed building	Historic England
-2.590402095	54.4970428	1008145	Medieval dyke: part of deer park boundary at Hollins Scar	29/09/1949	GB	300004790	listed building	Historic England
-3.324746986	54.49113283	1408243	Medieval shielings at Great Cove, 2.68km south of Low Gillerthwaite	05/04/2013	GB	300004790	listed building	Historic England
-2.623000869	54.49594154	1015970	Round cairn 670m north-east of summit of Long Scar Pike	02/03/1993	GB	300004790	listed building	Historic England
-2.787772343	54.49338905	1007591	Selside Pike round cairn	18/02/1993	GB	300004790	listed building	Historic England
-2.945516727	54.49224458	1015653	Hogget Gill lead smelting mill, water management system and wood drying kiln	02/01/1976	GB	300004790	listed building	Historic England
-2.506722766	54.49280046	1011139	Romano-British enclosed hut circle settlement 350m WNW of Maisongill	08/12/1938	GB	300004790	listed building	Historic England
-2.629232362	54.49145561	1008560	Round cairn 35m east of summit of Long Scar Pike	02/03/1993	GB	300004790	listed building	Historic England
-2.598079597	54.49079824	1007597	Medieval dyke: part of deer park boundary on Hazel Moor and two medieval shielings	29/09/1949	GB	300004790	listed building	Historic England
-2.717112835	54.48839042	1007592	Buck Park deerpound	06/11/1962	GB	300004790	listed building	Historic England
-3.529765236	54.48004682	1020455	Egremont Castle	13/01/1915	GB	300004790	listed building	Historic England
-3.446038847	54.47903786	1016552	Monk's Bridge 320m south east of Farthwaite	05/03/1958	GB	300004790	listed building	Historic England
-2.613375922	54.48282607	1015971	Round cairn on Howenook Pike	02/03/1993	GB	300004790	listed building	Historic England
-2.590759	54.4828655	1011157	Ring cairn north-west of Cattle Howe	08/03/1994	GB	300004790	listed building	Historic England
-2.57510695	54.48270197	1011153	Round cairn 460m NNE of Broadfell	27/07/1964	GB	300004790	listed building	Historic England
-3.434858627	54.47406353	1018500	Tongue How prehistoric stone hut circle settlements, field systems, funerary cairns, cemetery and cairnfield, Romano-British farmstead, shieling and lynchets	18/03/1965	GB	300004790	listed building	Historic England
-3.39377807	54.47453824	1018504	Monks Graves prehistoric cairn cemetery, cairnfields, field system, funerary cairns and a ring cairn on Stockdale Moor	02/12/1998	GB	300004790	listed building	Historic England
-3.408548421	54.47395105	1018502	Town Bank prehistoric stone hut circle settlements, field systems, funerary cairns, ring cairn and cairnfield	02/12/1998	GB	300004790	listed building	Historic England
-3.383721601	54.47413329	1020339	Ring cairn on Stockdale Moor 825m west of Pearson's Fold, north of Cawfell Beck	02/12/1998	GB	300004790	listed building	Historic England
-2.559639779	54.47944134	1007636	Friar Biggins monastic grange	20/01/1994	GB	300004790	listed building	Historic England
-2.541618151	54.47808194	1011141	Castle Folds Romano-British defended stone hut circle settlement and medieval shieling	08/12/1938	GB	300004790	listed building	Historic England
-2.537523896	54.47482646	1011150	Round cairn 450m south-east of Castle Folds	23/11/1964	GB	300004790	listed building	Historic England
-3.004854869	54.46876747	1015651	Lead mine and ore works at Greenhead Gill, Grasmere	08/04/1997	GB	300004790	listed building	Historic England
-2.891607123	54.46858991	1011137	Medieval shieling 70m west of Trout Beck	10/11/1964	GB	300004790	listed building	Historic England
-3.390683532	54.4615781	1018503	Stockdale Moor prehistoric cairnfields, field systems, unenclosed cairn cemetery, ring cairns and funerary cairns	02/03/1962	GB	300004790	listed building	Historic England
-2.89286642	54.46574021	1011136	Medieval shieling 150m west of Trout Beck	10/11/1964	GB	300004790	listed building	Historic England
-2.979171441	54.46497515	1011351	Three round cairns 70m east of Rydal Beck	04/10/1993	GB	300004790	listed building	Historic England
-2.556894965	54.46755225	1011138	Gamelands embanked stone circle	26/10/1938	GB	300004790	listed building	Historic England
-2.892143349	54.46508713	1011135	Medieval shieling 100m west of Trout Beck	10/11/1964	GB	300004790	listed building	Historic England
-2.977085947	54.46396022	1011352	Round cairn 180m east of Rydal Beck	04/10/1993	GB	300004790	listed building	Historic England
-2.884839153	54.46228401	1011348	Round cairn 200m south-south-west of Bluegill Fold	10/11/1964	GB	300004790	listed building	Historic England
-2.884934132	54.46177114	1011349	Round cairn 250m south-south-west of Bluegill Fold	10/11/1964	GB	300004790	listed building	Historic England
-3.366810061	54.45711852	1007228	Yokerill Hows, group of seven cairns	01/01/1900	GB	300004790	listed building	Historic England
-2.888441888	54.46086502	1011594	Northern round cairn on north end of The Tongue, Troutbeck Park	12/06/1974	GB	300004790	listed building	Historic England
-2.888851078	54.46070579	1011593	Southern round cairn on north end of The Tongue, Troutbeck Park	12/06/1974	GB	300004790	listed building	Historic England
-2.847353361	54.45438583	1008899	Romano-British enclosed stone hut circle settlement and Romano-British farmstead north west of Tongue House Barn.	31/07/1973	GB	300004790	listed building	Historic England
-2.884762839	54.45295234	1011355	Round cairn 60m east of Hagg Gill	18/10/1993	GB	300004790	listed building	Historic England
-2.895613563	54.4528379	1007201	Settlement on W slope of The Tongue, Troutbeck Park	01/01/1900	GB	300004790	listed building	Historic England
-3.130301879	54.45086259	1021143	Mickleden Beck prehistoric cairnfield and field system, funerary cairn and a medieval dispersed settlement centred 840m south west of Pike of Stickle	12/11/2003	GB	300004790	listed building	Historic England
-2.88476969	54.45196159	1011356	Round cairn 80m east of Hagg Gill	04/11/1993	GB	300004790	listed building	Historic England
-2.885025575	54.45151895	1011357	Round cairn 75m east of Hagg Gill	18/10/1993	GB	300004790	listed building	Historic England
-3.464183014	54.44408046	1007166	Calder Abbey	10/04/1915	GB	300004790	listed building	Historic England
-3.353697095	54.44501286	1007227	Gray Borran group of cairns	01/01/1900	GB	300004790	listed building	Historic England
-2.895790158	54.44912686	1011677	Medieval shieling 640m north of Troutbeck Park Farm	12/06/1974	GB	300004790	listed building	Historic England
-3.04134936	54.44717153	1453320	Two rifle ranges on Silver How	20/03/2018	GB	300004790	listed building	Historic England
-3.450204714	54.44179243	1007115	Infell Wood medieval enclosure, 550m north west of Scargreen	06/01/1972	GB	300004790	listed building	Historic England
-3.520228402	54.44023533	1012644	Two high cross shafts in St Bridget's churchyard	30/12/1952	GB	300004790	listed building	Historic England
-2.88692155	54.44643894	1011358	Round cairn 15m east of Hagg Gill	18/10/1993	GB	300004790	listed building	Historic England
-2.901442109	54.44502922	1011350	Low Kingate concentric stone circle	18/03/1965	GB	300004790	listed building	Historic England
-3.059283672	54.44328357	1019434	The Langdale Boulders, two prehistoric rock art sites in Great Langdale 250m south of Harry Place	24/11/2000	GB	300004790	listed building	Historic England
-3.264983405	54.43909228	1008535	Cairnfield south of Straighthead Gill, Burnmoor	18/07/1994	GB	300004790	listed building	Historic England
-3.258347502	54.43766994	1008532	Maiden Castle round cairn, Burnmoor	18/07/1994	GB	300004790	listed building	Historic England
-2.966718304	54.43928555	1424947	Prehistoric rock art, 150m south west of Nook End	22/10/2015	GB	300004790	listed building	Historic England
-3.265222248	54.42166703	1008536	Prehistoric enclosure containing three hut circles and eight clearance cairns and an adjacent hut circle and cairnfield north east of Boat How, Burnmoor	18/07/1994	GB	300004790	listed building	Historic England
-3.431181273	54.4190811	1012643	High cross in St Mary's churchyard	20/03/1947	GB	300004790	listed building	Historic England
-3.089958076	54.42205929	1455816	Rifle Range target and Marker's Hut, 150m north west of Blea Moss	10/08/2018	GB	300004790	listed building	Historic England
-2.967809441	54.42299371	1009348	Ambleside Roman fort, associated vicus and Roman road	08/12/1938	GB	300004790	listed building	Historic England
-3.252102773	54.41879799	1008534	Prehistoric enclosure, hut circle and adjacent cairnfield east of Whillan Beck, Burnmoor	18/07/1994	GB	300004790	listed building	Historic England
-3.271023452	54.41844104	1008537	Prehistoric enclosure containing ten clearance cairns south west of Boat How, Burnmoor	21/07/1994	GB	300004790	listed building	Historic England
-3.105880404	54.42004249	1007173	Roman road up Wrynose Pass	01/01/1900	GB	300004790	listed building	Historic England
-3.084543441	54.42020569	1019747	Castle Howe hillfort, Little Langdale	07/08/2001	GB	300004790	listed building	Historic England
-3.08228487	54.41932281	1011354	Moot mound at Fell Foot Farm, Little Langdale	15/12/1977	GB	300004790	listed building	Historic England
-3.084189104	54.41785191	1021186	Seven Intakes medieval dispersed settlement 210m south west of Fell Foot	14/11/1969	GB	300004790	listed building	Historic England
-3.259848032	54.41574592	1008538	Cairnfield including a funerary cairn, standing stone and three stone banks south of Eller How, Burnmoor	27/07/1971	GB	300004790	listed building	Historic England
